Seq No.,Location,AccX,AccY,AccZ,Classs
3,Playing Cricket,10.57299995,-3.677000046,4.289999962,0
4,Playing Cricket,-2.144000053,-14.71000004,-5.974999905,0
5,Playing Cricket,6.129000187,-13.63700008,5.056000233,0
6,Playing Cricket,3.677999973,-10.87899971,3.83100009,0
7,Playing Cricket,5.362999916,-1.991999984,0.91900003,0
8,Playing Cricket,1.531999946,-3.829999924,-4.596000195,0
9,Playing Cricket,4.902999878,-4.597000122,-8.12100029,0
10,Playing Cricket,3.065000057,-7.660999775,-8.427000046,0
11,Playing Cricket,19.30800056,-19.45999908,3.677000046,0
12,Playing Cricket,9.194000244,-18.69400024,-2.911000013,0
13,Playing Cricket,-1.225000024,-11.33899975,-4.289999962,0
14,Playing Cricket,-5.209000111,-9.5,-4.44299984,0
15,Playing Cricket,-0.305999994,-8.12100029,-5.209000111,0
16,Playing Cricket,-0.458999991,-9.960000038,-3.677000046,0
17,Playing Cricket,0.91900003,-9.039999962,-3.98300004,0
18,Playing Cricket,1.225999951,-9.194000244,-3.063999891,0
19,Playing Cricket,-0.611999989,-9.347000122,-2.298000097,0
20,Playing Cricket,-0.458999991,-9.652999878,-1.378000021,0
21,Playing Cricket,0.305999994,-9.039999962,-1.072000027,0
22,Playing Cricket,4.290999889,-9.347000122,-3.829999924,0
23,Playing Cricket,1.378999949,-10.11299992,-3.523999929,0
24,Playing Cricket,-3.063999891,-7.355000019,-0.611999989,0
25,Playing Cricket,3.523999929,-8.581000328,-3.829999924,0
26,Playing Cricket,3.523999929,-8.12100029,-4.289999962,0
27,Playing Cricket,4.443999767,-6.589000225,-1.838000059,0
28,Playing Cricket,1.531999946,-8.427000046,-1.531999946,0
29,Playing Cricket,3.523999929,-10.11299992,-3.217000008,0
30,Playing Cricket,2.451999903,-13.17800045,0.765999973,0
31,Playing Cricket,-0.305999994,-7.660999775,2.450999975,0
32,Playing Cricket,-1.225000024,-11.49199963,2.605000019,0
33,Playing Cricket,-2.298000097,-10.57299995,0.458999991,0
34,Playing Cricket,-4.749000072,-9.652999878,0.765999973,0
35,Playing Cricket,-6.587999821,-8.427000046,5.515999794,0
36,Playing Cricket,-5.822000027,-6.742000103,3.83100009,0
37,Playing Cricket,-5.514999866,-8.12100029,7.202000141,0
38,Playing Cricket,-7.354000092,-7.202000141,1.991999984,0
39,Playing Cricket,-9.19299984,-4.597000122,4.597000122,0
40,Playing Cricket,-8.732999802,-8.581000328,4.597000122,0
41,Playing Cricket,-5.209000111,-5.822000027,4.289999962,0
42,Playing Cricket,-4.902999878,-1.991999984,4.597000122,0
43,Playing Cricket,-4.136000156,-1.378999949,6.129000187,0
44,Playing Cricket,-3.98300004,0.611999989,7.507999897,0
45,Playing Cricket,-3.369999886,0.91900003,9.347000122,0
46,Playing Cricket,-5.209000111,1.072000027,9.654000282,0
47,Playing Cricket,-4.136000156,1.225000024,9.5,0
48,Playing Cricket,-5.056000233,2.757999897,7.507999897,0
49,Playing Cricket,-5.209000111,3.063999891,7.815000057,0
50,Playing Cricket,-5.209000111,3.677000046,7.815000057,0
1,Stairs,3.523999929,7.202000141,8.274000168,0
2,Stairs,6.589000225,8.581000328,7.355000019,0
3,Stairs,12.25899982,10.26599979,5.822999954,0
4,Stairs,14.55700016,4.289999962,3.677000046,0
5,Stairs,5.362999916,0.91900003,-0.458999991,0
6,Stairs,7.507999897,3.217000008,0.765999973,0
7,Stairs,9.194000244,3.829999924,1.225999951,0
8,Stairs,6.589000225,6.434999943,-0.152999997,0
9,Stairs,6.742000103,6.434999943,-5.822000027,0
10,Stairs,8.12100029,4.902999878,-7.355000019,0
11,Stairs,1.838999987,4.902999878,-11.95199966,0
12,Stairs,-9.19299984,3.217000008,9.654000282,0
13,Stairs,-1.072000027,3.371000051,-2.144999981,0
14,Stairs,-2.450999975,12.41100025,1.378999949,0
15,Stairs,-3.829999924,9.960000038,-3.369999886,0
16,Stairs,-1.838000059,16.24200058,0.612999976,0
17,Stairs,-2.604000092,10.57299995,-2.144999981,0
18,Stairs,-0.764999986,4.75,-1.225000024,0
19,Stairs,-2.910000086,6.282000065,0.152999997,0
20,Stairs,2.605000019,10.87899971,-4.902999878,0
21,Stairs,-5.514999866,19.30699921,-5.056000233,0
22,Stairs,-3.98300004,4.902999878,-1.072000027,0
23,Stairs,-2.144000053,1.991999984,-1.072000027,0
24,Stairs,-5.361999989,14.25,-0.611999989,0
25,Stairs,-3.217000008,11.95199966,-3.523999929,0
26,Stairs,0.460000008,12.25800037,0.458999991,0
27,Stairs,-0.611999989,8.887000084,0.152999997,0
28,Stairs,-1.531000018,3.829999924,-0.91900003,0
29,Stairs,-0.611999989,8.427000046,-2.450999975,0
30,Stairs,-1.991000056,7.047999859,0.305999994,0
31,Stairs,-4.902999878,13.63700008,0.612999976,0
32,Stairs,-3.523000002,3.829999924,-2.604000092,0
33,Stairs,-2.144000053,2.298000097,-0.611999989,0
34,Stairs,-2.604000092,13.02400017,-3.98300004,0
35,Stairs,-8.119999886,15.17000008,0.91900003,0
36,Stairs,-3.369999886,7.660999775,4.75,0
37,Stairs,1.072999954,8.12100029,2.144999981,0
38,Stairs,-2.450999975,5.975999832,1.378999949,0
39,Stairs,-0.611999989,6.742000103,3.677000046,0
40,Stairs,-2.450999975,9.039999962,-0.611999989,0
41,Stairs,-6.434999943,19.61400032,-3.523999929,0
42,Stairs,-5.056000233,5.515999794,-2.144999981,0
43,Stairs,-3.063999891,3.523999929,-0.764999986,0
44,Stairs,-1.991000056,7.355000019,-0.305999994,0
45,Stairs,-2.298000097,8.274000168,-1.531999946,0
46,Stairs,-6.741000175,14.71000004,-1.072000027,0
47,Stairs,-2.144000053,9.5,5.822999954,0
48,Stairs,-2.298000097,7.967999935,1.991999984,0
49,Stairs,-1.378000021,5.975999832,-0.152999997,0
50,Stairs,-0.917999983,6.742000103,1.991999984,0
1,Stairs,3.371000051,5.669000149,-2.604000092,0
2,Stairs,3.677999973,3.371000051,-3.98300004,0
3,Stairs,1.991999984,2.144999981,-3.369999886,0
4,Stairs,19.30800056,19.61400032,-5.974999905,0
5,Stairs,-8.427000046,10.87899971,-9.805999756,0
6,Stairs,-0.458999991,8.581000328,3.217999935,0
7,Stairs,-0.152999997,6.434999943,-1.531999946,0
8,Stairs,-1.838000059,5.822000027,1.991999984,0
9,Stairs,-2.450999975,15.32299995,0.612999976,0
10,Stairs,-2.144000053,18.84700012,-1.991000056,0
11,Stairs,-4.136000156,5.669000149,-1.072000027,0
12,Stairs,-1.838000059,3.217000008,0,0
13,Stairs,-3.829999924,13.17800045,-6.434999943,0
14,Stairs,-2.604000092,8.734000206,-1.991000056,0
15,Stairs,0.152999997,15.47599983,1.684999943,0
16,Stairs,-1.225000024,11.33899975,-3.677000046,0
17,Stairs,-0.764999986,5.209000111,-0.152999997,0
18,Stairs,-1.225000024,7.660999775,-1.684999943,0
19,Stairs,1.378999949,9.347000122,-2.450999975,0
20,Stairs,-2.604000092,15.62899971,-2.604000092,0
21,Stairs,-2.144000053,15.17000008,0.305999994,0
22,Stairs,-2.298000097,6.589000225,-1.991000056,0
23,Stairs,-2.910000086,3.523999929,-0.611999989,0
24,Stairs,-1.378000021,8.581000328,-2.604000092,0
25,Stairs,-4.44299984,9.80700016,-1.225000024,0
26,Stairs,-1.378000021,11.33899975,6.282000065,0
27,Stairs,0.305999994,7.660999775,-1.225000024,0
28,Stairs,0,8.581000328,-0.91900003,0
29,Stairs,0,6.434999943,1.838999987,0
30,Stairs,-0.917999983,9.5,0,0
31,Stairs,-5.056000233,19.61400032,-3.677000046,0
32,Stairs,-4.136000156,5.822000027,-1.072000027,0
33,Stairs,-2.450999975,4.597000122,-0.305999994,0
34,Stairs,-3.217000008,10.11299992,-2.298000097,0
35,Stairs,-1.225000024,8.427000046,-3.677000046,0
36,Stairs,-3.217000008,10.87899971,-4.44299984,0
37,Stairs,0.612999976,10.72599983,8.887000084,0
38,Stairs,-0.764999986,9.194000244,0.458999991,0
39,Stairs,-0.305999994,8.274000168,-0.91900003,0
40,Stairs,-1.378000021,6.282000065,3.983999968,0
41,Stairs,-1.072000027,9.039999962,1.991999984,0
42,Stairs,-4.44299984,19.00099945,-4.137000084,0
43,Stairs,-4.136000156,8.581000328,-2.756999969,0
44,Stairs,-1.991000056,5.515999794,-0.458999991,0
45,Stairs,-2.450999975,6.129000187,-1.072000027,0
46,Stairs,2.605000019,8.12100029,-2.298000097,0
47,Stairs,-2.298000097,9.194000244,-3.063999891,0
48,Stairs,-1.378000021,19.61400032,2.911000013,0
49,Stairs,0,12.25800037,-1.531999946,0
50,Stairs,-1.378000021,5.822000027,-1.378000021,0
1,Stairs,-8.427000046,8.274000168,-3.523999929,0
2,Stairs,-4.289999962,11.49199963,1.684999943,0
3,Stairs,-6.282000065,11.49199963,-0.458999991,0
4,Stairs,-3.98300004,5.975999832,0.612999976,0
5,Stairs,-0.458999991,-0.152999997,-1.531999946,0
6,Stairs,-2.604000092,0.305999994,-5.056000233,0
7,Stairs,-4.44299984,4.75,-10.41899967,0
8,Stairs,-3.677000046,5.362999916,-3.98300004,0
9,Stairs,-3.217000008,9.960000038,0,0
10,Stairs,-4.749000072,6.434999943,1.531999946,0
11,Stairs,1.68599999,6.282000065,-1.072000027,0
12,Stairs,-2.756999969,11.64500046,0.91900003,0
13,Stairs,-5.056000233,12.56499958,3.063999891,0
14,Stairs,-3.98300004,10.41899967,0.152999997,0
15,Stairs,-5.669000149,12.25800037,9.194000244,0
16,Stairs,-1.838000059,4.289999962,0.612999976,0
17,Stairs,-3.523000002,0.458999991,-4.75,0
18,Stairs,-2.144000053,2.144999981,-7.81400013,0
19,Stairs,-9.345999718,10.72599983,-7.201000214,0
20,Stairs,-1.991000056,11.95199966,-1.225000024,0
21,Stairs,-1.378000021,8.734000206,-0.611999989,0
22,Stairs,-0.917999983,10.87899971,-1.838000059,0
23,Stairs,-2.756999969,9.80700016,0.152999997,0
24,Stairs,-3.063999891,10.26599979,0.765999973,0
25,Stairs,-5.974999905,15.78299999,-1.378000021,0
26,Stairs,-3.369999886,12.87100029,-6.282000065,0
27,Stairs,-3.829999924,4.902999878,0,0
28,Stairs,-1.531000018,1.531999946,-1.684999943,0
29,Stairs,-3.063999891,3.063999891,-6.742000103,0
30,Stairs,3.371000051,12.25800037,-9.960000038,0
31,Stairs,-2.910000086,5.056000233,-4.44299984,0
32,Stairs,-0.764999986,10.11299992,0.612999976,0
33,Stairs,-5.514999866,9.80700016,5.362999916,0
34,Stairs,0.612999976,7.507999897,0.305999994,0
35,Stairs,-2.298000097,10.72599983,0.612999976,0
36,Stairs,-5.056000233,14.55700016,2.298000097,0
37,Stairs,-3.217000008,11.18599987,-1.378000021,0
38,Stairs,-6.894999981,12.87100029,4.902999878,0
39,Stairs,-1.378000021,5.822000027,-1.072000027,0
40,Stairs,-1.838000059,0.765999973,-3.98300004,0
41,Stairs,-1.072000027,2.450999975,-9.039999962,0
42,Stairs,-12.56400013,10.11299992,-10.26599979,0
43,Stairs,-2.298000097,11.95199966,-1.225000024,0
44,Stairs,-4.44299984,9.652999878,3.217999935,0
45,Stairs,0.91900003,7.047999859,0.152999997,0
46,Stairs,-1.838000059,11.03199959,1.072000027,0
47,Stairs,-4.749000072,11.79899979,1.072000027,0
48,Stairs,-2.910000086,12.25800037,-1.225000024,0
49,Stairs,-5.514999866,16.24200058,3.523999929,0
50,Stairs,-2.756999969,6.589000225,-3.369999886,0
1,Stairs,-2.298000097,9.194000244,-0.152999997,0
2,Stairs,-7.354000092,7.507999897,0.305999994,0
3,Stairs,-3.369999886,8.734000206,1.072000027,0
4,Stairs,3.523999929,9.960000038,0.91900003,0
5,Stairs,5.362999916,11.03199959,-0.305999994,0
6,Stairs,4.902999878,10.11299992,2.144999981,0
7,Stairs,5.515999794,7.81400013,4.137000084,0
8,Stairs,1.531999946,5.209000111,6.894999981,0
9,Stairs,-2.450999975,6.742000103,7.202000141,0
10,Stairs,-1.378000021,7.047999859,8.581000328,0
11,Stairs,-2.144000053,4.289999962,8.581000328,0
12,Stairs,-1.838000059,3.983999968,8.734000206,0
13,Stairs,-2.298000097,3.523999929,9.194000244,0
14,Stairs,-2.756999969,3.983999968,8.581000328,0
15,Stairs,-2.298000097,3.677000046,8.887000084,0
16,Stairs,-2.298000097,3.677000046,8.887000084,0
17,Stairs,-1.378000021,3.523999929,9.194000244,0
18,Stairs,-1.531000018,3.829999924,9.194000244,0
19,Stairs,-1.531000018,3.829999924,9.041000366,0
20,Stairs,-2.144000053,4.44299984,8.581000328,0
21,Stairs,-2.144000053,4.597000122,8.581000328,0
22,Stairs,-2.144000053,4.75,8.581000328,0
23,Stairs,-2.298000097,4.902999878,8.581000328,0
24,Stairs,-2.450999975,4.902999878,8.42800045,0
25,Stairs,-2.450999975,4.75,8.581000328,0
26,Stairs,-2.298000097,4.75,8.42800045,0
27,Stairs,-2.450999975,4.75,8.42800045,0
28,Stairs,-2.604000092,4.902999878,7.967999935,0
29,Stairs,-2.756999969,5.209000111,8.12100029,0
30,Stairs,-2.298000097,5.362999916,7.815000057,0
31,Stairs,-1.991000056,5.362999916,7.507999897,0
32,Stairs,-1.684999943,5.515999794,8.12100029,0
33,Stairs,-1.531000018,5.669000149,8.42800045,0
34,Stairs,-2.604000092,3.829999924,10.42000008,0
35,Stairs,-1.991000056,3.677000046,10.57299995,0
36,Stairs,-1.684999943,2.450999975,8.42800045,0
37,Stairs,-2.298000097,1.684999943,9.5,0
38,Stairs,-1.531000018,3.217000008,9.194000244,0
39,Stairs,-1.684999943,2.911000013,9.347000122,0
40,Stairs,-1.378000021,3.677000046,9.347000122,0
41,Stairs,-1.225000024,3.829999924,8.887000084,0
42,Stairs,-1.072000027,3.983999968,9.041000366,0
43,Stairs,-1.072000027,3.983999968,9.041000366,0
44,Stairs,-1.225000024,4.137000084,9.041000366,0
45,Stairs,-1.225000024,4.137000084,8.887000084,0
46,Stairs,-1.378000021,4.44299984,8.887000084,0
47,Stairs,-1.378000021,4.75,8.734000206,0
48,Stairs,-1.378000021,4.75,8.42800045,0
49,Stairs,-1.531000018,4.902999878,8.581000328,0
50,Stairs,-1.531000018,5.056000233,8.581000328,0
1,Stairs,10.2670002,4.137000084,1.991999984,0
2,Stairs,14.09799957,2.144999981,-0.458999991,0
3,Stairs,9.960000038,5.822000027,-1.838000059,0
4,Stairs,9.194000244,4.137000084,2.757999897,0
5,Stairs,3.065000057,6.282000065,-1.684999943,0
6,Stairs,8.12100029,6.894999981,-0.91900003,0
7,Stairs,4.902999878,6.894999981,0.305999994,0
8,Stairs,7.048999786,7.355000019,0,0
9,Stairs,5.210000038,6.129000187,-1.531999946,0
10,Stairs,4.902999878,3.063999891,-2.298000097,0
11,Stairs,19.30800056,19.61400032,16.8560009,0
12,Stairs,-3.217000008,13.94400024,-13.94400024,0
13,Stairs,-1.378000021,9.194000244,-1.991000056,0
14,Stairs,-2.298000097,4.597000122,-2.144999981,0
15,Stairs,-3.523000002,2.757999897,-6.742000103,0
16,Stairs,-6.127999783,12.87100029,-9.5,0
17,Stairs,-2.604000092,6.282000065,-1.838000059,0
18,Stairs,-1.838000059,9.960000038,-0.152999997,0
19,Stairs,-2.450999975,9.960000038,3.83100009,0
20,Stairs,1.072999954,7.507999897,-0.764999986,0
21,Stairs,-1.684999943,11.49199963,-1.684999943,0
22,Stairs,-2.298000097,12.41100025,1.838999987,0
23,Stairs,-2.450999975,13.79100037,-2.298000097,0
24,Stairs,-6.587999821,14.86299992,7.202000141,0
25,Stairs,-3.063999891,6.282000065,-3.217000008,0
26,Stairs,-3.369999886,2.757999897,-2.911000013,0
27,Stairs,-3.523000002,2.144999981,-7.660999775,0
28,Stairs,-5.514999866,17.77499962,-7.660999775,0
29,Stairs,-1.072000027,9.194000244,-0.611999989,0
30,Stairs,-1.684999943,8.734000206,-0.305999994,0
31,Stairs,-1.072000027,13.94400024,-2.756999969,0
32,Stairs,-1.225000024,8.274000168,1.072000027,0
33,Stairs,-0.611999989,11.79899979,2.911000013,0
34,Stairs,-4.44299984,16.70199966,-1.838000059,0
35,Stairs,-4.749000072,11.79899979,-3.829999924,0
36,Stairs,-3.217000008,5.056000233,0.305999994,0
37,Stairs,-0.764999986,0,-0.611999989,0
38,Stairs,-2.910000086,1.378999949,-6.434999943,0
39,Stairs,-5.209000111,13.33100033,-17.16200066,0
40,Stairs,-1.838000059,5.056000233,-1.225000024,0
41,Stairs,-1.072000027,10.41899967,0.305999994,0
42,Stairs,0.91900003,13.48400021,1.531999946,0
43,Stairs,0.152999997,6.894999981,-0.91900003,0
44,Stairs,-0.917999983,11.18599987,-0.305999994,0
45,Stairs,-2.604000092,12.56499958,1.072000027,0
46,Stairs,-1.838000059,10.87899971,9.194000244,0
47,Stairs,-0.917999983,1.838000059,-0.152999997,0
48,Stairs,-2.604000092,0.91900003,-3.523999929,0
49,Stairs,-3.98300004,1.531999946,-10.11299992,0
50,Stairs,1.531999946,8.734000206,-0.458999991,0
1,Stairs,4.443999767,7.047999859,5.822999954,0
2,Stairs,4.137000084,4.597000122,5.515999794,0
3,Stairs,4.902999878,5.975999832,4.443999767,0
4,Stairs,3.983999968,4.75,3.677000046,0
5,Stairs,5.05700016,5.975999832,4.902999878,0
6,Stairs,5.515999794,8.427000046,5.515999794,0
7,Stairs,6.895999908,10.87899971,3.677000046,0
8,Stairs,6.895999908,8.12100029,1.991999984,0
9,Stairs,5.515999794,5.056000233,0.91900003,0
10,Stairs,5.515999794,4.44299984,0.152999997,0
11,Stairs,6.282999992,8.274000168,1.072000027,0
12,Stairs,5.975999832,13.63700008,2.144999981,0
13,Stairs,6.282999992,9.80700016,3.677000046,0
14,Stairs,3.677999973,5.362999916,0.612999976,0
15,Stairs,3.217999935,5.362999916,0.91900003,0
16,Stairs,7.507999897,9.5,0.458999991,0
17,Stairs,7.815000057,12.56499958,5.056000233,0
18,Stairs,7.967999935,10.11299992,2.144999981,0
19,Stairs,5.210000038,3.829999924,1.225999951,0
20,Stairs,5.362999916,5.056000233,1.378999949,0
21,Stairs,5.210000038,6.282000065,1.838999987,0
22,Stairs,6.282999992,10.57299995,4.75,0
23,Stairs,4.902999878,11.33899975,5.975999832,0
24,Stairs,4.902999878,7.81400013,3.523999929,0
25,Stairs,3.83100009,4.597000122,2.911000013,0
26,Stairs,3.983999968,5.362999916,3.523999929,0
27,Stairs,5.210000038,7.967999935,4.443999767,0
28,Stairs,6.43599987,9.5,4.75,0
29,Stairs,4.75,9.652999878,4.443999767,0
30,Stairs,5.515999794,7.967999935,2.298000097,0
31,Stairs,4.443999767,5.362999916,1.684999943,0
32,Stairs,4.597000122,5.669000149,1.531999946,0
33,Stairs,4.902999878,7.81400013,2.144999981,0
34,Stairs,5.822999954,12.41100025,3.677000046,0
35,Stairs,5.210000038,11.79899979,4.137000084,0
36,Stairs,3.983999968,6.742000103,1.684999943,0
37,Stairs,3.217999935,4.289999962,1.684999943,0
38,Stairs,4.137000084,6.894999981,1.838999987,0
39,Stairs,5.362999916,10.72599983,2.144999981,0
40,Stairs,6.589000225,12.25800037,3.371000051,0
41,Stairs,6.282999992,10.87899971,1.991999984,0
42,Stairs,3.983999968,5.209000111,0.91900003,0
43,Stairs,3.83100009,5.515999794,0.765999973,0
44,Stairs,4.137000084,7.967999935,1.072000027,0
45,Stairs,4.597000122,10.26599979,1.991999984,0
46,Stairs,5.975999832,13.94400024,1.684999943,0
47,Stairs,4.75,9.652999878,2.144999981,0
48,Stairs,2.911000013,4.44299984,1.072000027,0
49,Stairs,3.065000057,5.209000111,1.225999951,0
50,Stairs,4.137000084,9.652999878,1.378999949,0
1,Stairs,6.282999992,7.507999897,6.589000225,0
2,Stairs,5.05700016,8.274000168,7.507999897,0
3,Stairs,4.290999889,6.434999943,5.822999954,0
4,Stairs,3.371000051,4.75,3.83100009,0
5,Stairs,3.677999973,6.434999943,3.83100009,0
6,Stairs,4.902999878,8.274000168,4.597000122,0
7,Stairs,6.129000187,9.960000038,3.217999935,0
8,Stairs,6.895999908,11.18599987,2.298000097,0
9,Stairs,5.05700016,4.44299984,0,0
10,Stairs,4.597000122,5.209000111,0.458999991,0
11,Stairs,5.362999916,9.5,0.91900003,0
12,Stairs,6.282999992,16.24200058,1.072000027,0
13,Stairs,5.05700016,10.11299992,1.684999943,0
14,Stairs,2.757999897,5.056000233,0.458999991,0
15,Stairs,2.911000013,6.129000187,0.152999997,0
16,Stairs,4.597000122,9.039999962,0.765999973,0
17,Stairs,6.282999992,12.87100029,0.152999997,0
18,Stairs,7.048999786,11.03199959,-0.305999994,0
19,Stairs,4.137000084,5.669000149,-0.305999994,0
20,Stairs,3.523999929,4.75,-0.305999994,0
21,Stairs,4.137000084,7.355000019,-0.152999997,0
22,Stairs,5.515999794,11.18599987,1.531999946,0
23,Stairs,6.589000225,13.94400024,0.91900003,0
24,Stairs,4.902999878,8.274000168,1.378999949,0
25,Stairs,2.298000097,3.677000046,0.152999997,0
26,Stairs,3.371000051,5.975999832,0.305999994,0
27,Stairs,5.515999794,10.87899971,0.91900003,0
28,Stairs,8.42800045,14.86299992,1.531999946,0
29,Stairs,6.895999908,9.194000244,-0.305999994,0
30,Stairs,4.137000084,4.75,-0.458999991,0
31,Stairs,3.983999968,5.515999794,0.305999994,0
32,Stairs,3.677999973,6.742000103,0.458999991,0
33,Stairs,6.282999992,11.64500046,1.991999984,0
34,Stairs,6.589000225,13.48400021,1.225999951,0
35,Stairs,5.210000038,7.660999775,1.531999946,0
36,Stairs,3.217999935,4.597000122,0.305999994,0
37,Stairs,3.983999968,6.282000065,0.305999994,0
38,Stairs,5.05700016,9.039999962,0.765999973,0
39,Stairs,7.815000057,11.03199959,1.072000027,0
40,Stairs,7.967999935,10.57299995,-0.305999994,0
41,Stairs,5.05700016,6.589000225,-0.305999994,0
42,Stairs,4.137000084,4.902999878,-0.152999997,0
43,Stairs,3.83100009,6.129000187,0.152999997,0
44,Stairs,4.75,8.12100029,1.072000027,0
45,Stairs,5.975999832,14.40400028,1.838999987,0
46,Stairs,6.589000225,11.64500046,1.225999951,0
47,Stairs,3.83100009,5.515999794,0.152999997,0
48,Stairs,3.065000057,4.44299984,0.152999997,0
49,Stairs,3.83100009,6.589000225,0.91900003,0
50,Stairs,5.975999832,12.71800041,0.458999991,0
1,Stairs,-2.910000086,1.531999946,6.589000225,0
2,Stairs,-2.450999975,1.991999984,7.507999897,0
3,Stairs,-2.298000097,2.298000097,9.041000366,0
4,Stairs,-1.225000024,2.144999981,13.48400021,0
5,Stairs,-1.684999943,1.225000024,13.48400021,0
6,Stairs,-0.917999983,1.378999949,8.12100029,0
7,Stairs,-0.764999986,1.531999946,7.507999897,0
8,Stairs,-1.991000056,1.991999984,8.734000206,0
9,Stairs,-1.991000056,1.684999943,11.33899975,0
10,Stairs,-4.289999962,2.298000097,9.5,0
11,Stairs,-2.298000097,1.531999946,8.887000084,0
12,Stairs,-2.604000092,1.838000059,7.507999897,0
13,Stairs,-1.991000056,2.604000092,6.742000103,0
14,Stairs,-2.144000053,2.450999975,8.734000206,0
15,Stairs,-1.072000027,2.298000097,13.79100037,0
16,Stairs,-1.072000027,1.072000027,15.32299995,0
17,Stairs,-2.144000053,1.684999943,8.12100029,0
18,Stairs,-0.917999983,1.378999949,7.660999775,0
19,Stairs,-1.072000027,1.838000059,7.815000057,0
20,Stairs,-4.289999962,1.531999946,11.95199966,0
21,Stairs,-4.44299984,2.450999975,8.734000206,0
22,Stairs,-2.604000092,1.225000024,9.960000038,0
23,Stairs,-2.450999975,1.991999984,7.815000057,0
24,Stairs,-2.144000053,2.298000097,7.967999935,0
25,Stairs,-2.298000097,2.757999897,7.815000057,0
26,Stairs,-2.450999975,2.757999897,13.02499962,0
27,Stairs,-3.063999891,1.684999943,13.17800045,0
28,Stairs,-1.072000027,1.378999949,7.355000019,0
29,Stairs,-1.838000059,1.378999949,7.507999897,0
30,Stairs,-1.684999943,1.531999946,7.202000141,0
31,Stairs,-1.225000024,2.144999981,8.581000328,0
32,Stairs,-4.596000195,1.684999943,14.86299992,0
33,Stairs,-3.063999891,1.225000024,11.49199963,0
34,Stairs,-2.756999969,0.91900003,6.282000065,0
35,Stairs,-1.838000059,1.531999946,6.589000225,0
36,Stairs,-2.298000097,2.450999975,9.041000366,0
37,Stairs,-2.298000097,2.144999981,12.25800037,0
38,Stairs,-2.450999975,0.305999994,15.32299995,0
39,Stairs,-2.144000053,1.225000024,6.742000103,0
40,Stairs,-1.378000021,0.91900003,6.894999981,0
41,Stairs,-1.072000027,1.684999943,7.355000019,0
42,Stairs,-5.209000111,1.684999943,12.4119997,0
43,Stairs,-3.523000002,0.765999973,11.79899979,0
44,Stairs,-4.136000156,0.765999973,7.660999775,0
45,Stairs,-2.298000097,1.378999949,5.822999954,0
46,Stairs,-1.531000018,1.838000059,9.347000122,0
47,Stairs,-1.991000056,1.838000059,11.79899979,0
48,Stairs,-1.838000059,2.911000013,10.72599983,0
49,Stairs,-1.072000027,1.072000027,9.654000282,0
50,Stairs,-1.072000027,0.458999991,8.734000206,0
1,Stairs,-4.749000072,2.604000092,14.2510004,0
2,Stairs,-6.127999783,1.378999949,13.63799953,0
3,Stairs,-4.136000156,1.991999984,6.589000225,0
4,Stairs,-2.450999975,1.991999984,7.048999786,0
5,Stairs,-2.604000092,2.757999897,9.194000244,0
6,Stairs,-3.217000008,2.757999897,10.26599979,0
7,Stairs,-2.604000092,2.911000013,9.194000244,0
8,Stairs,-1.838000059,1.225000024,10.26599979,0
9,Stairs,-1.991000056,1.072000027,7.660999775,0
10,Stairs,-1.838000059,1.684999943,6.43599987,0
11,Stairs,-3.217000008,2.757999897,7.202000141,0
12,Stairs,-4.289999962,2.757999897,12.56499958,0
13,Stairs,-6.434999943,1.531999946,13.48400021,0
14,Stairs,-4.136000156,0.765999973,7.507999897,0
15,Stairs,-2.450999975,1.684999943,5.362999916,0
16,Stairs,-1.838000059,2.298000097,9.5,0
17,Stairs,-3.369999886,2.757999897,11.33899975,0
18,Stairs,-5.056000233,1.531999946,13.33100033,0
19,Stairs,-1.531000018,0.305999994,7.355000019,0
20,Stairs,-1.531000018,1.225000024,5.822999954,0
21,Stairs,-3.98300004,2.757999897,7.048999786,0
22,Stairs,-4.44299984,1.378999949,11.64599991,0
23,Stairs,-4.136000156,0.91900003,8.12100029,0
24,Stairs,-4.136000156,1.991999984,7.967999935,0
25,Stairs,-1.991000056,2.144999981,7.815000057,0
26,Stairs,-3.523000002,3.063999891,10.11299992,0
27,Stairs,-3.677000046,3.371000051,12.25800037,0
28,Stairs,-1.991000056,1.684999943,6.589000225,0
29,Stairs,-1.531000018,1.531999946,5.210000038,0
30,Stairs,-3.217000008,2.911000013,8.274000168,0
31,Stairs,-4.289999962,3.217000008,10.26599979,0
32,Stairs,-4.749000072,1.838000059,9.347000122,0
33,Stairs,-4.289999962,1.838000059,6.129000187,0
34,Stairs,-1.838000059,2.144999981,6.742000103,0
35,Stairs,-2.144000053,3.063999891,7.967999935,0
36,Stairs,-3.063999891,3.371000051,15.47599983,0
37,Stairs,-4.44299984,2.298000097,14.09700012,0
38,Stairs,-1.838000059,1.838000059,6.282000065,0
39,Stairs,-1.378000021,1.378999949,5.669000149,0
40,Stairs,-2.144000053,2.604000092,8.734000206,0
41,Stairs,-5.669000149,3.983999968,6.742000103,0
42,Stairs,-6.741000175,2.757999897,10.42000008,0
43,Stairs,-5.209000111,2.144999981,6.742000103,0
44,Stairs,-2.910000086,1.838000059,6.894999981,0
45,Stairs,-1.991000056,2.757999897,8.887000084,0
46,Stairs,-2.604000092,3.063999891,12.10499954,0
47,Stairs,-4.749000072,3.063999891,13.48400021,0
48,Stairs,-1.991000056,2.298000097,6.129000187,0
